name_key,Player,season,Age,Team,pos_group,G,GS,BPM,OBPM,DBPM,VORP,PER,WS,WS_per_48,USG%,TRB%,AST%,STL%,BLK%,TOV%,Salary,injury_events,rest_events,total_il_events,severity_weighted_events,max_event_severity,distinct_body_parts,had_knee_injury,aging_curve_delta,contract_total_m,contract_y1_m,contract_aav_m,years_remaining,dead_cap_m,war_proxy,salary_m,contract_efficiency,injury_events_3yr,severity_3yr,age_injury_interaction,injury_risk_tier
cj watson,C.J. Watson,2017,32,ORL,G,62,9,-3.6,-3.8,0.2,-0.4,9.3,0.9,0.041,14.1,4.8,16.1,2.1,0.2,14.5,5000000.0,2,0,2,5,4,1,0,-0.7363636363636363,,,,,,-0.14814814814814814,5.0,-0.029629629629629627,2.0,5.0,64,High
cj wilcox,C.J. Wilcox,2017,26,ORL,G,22,0,-8.1,-6.2,-1.9,-0.2,2.9,-0.2,-0.09,15.4,6.1,15.5,0.9,0.7,15.8,,3,0,3,3,1,0,0,-0.4469230769230769,,,,,,-0.07407407407407407,,,3.0,3.0,78,Medium
clint capela,Clint Capela,2017,22,HOU,C,65,59,1.2,1.3,-0.1,1.2,21.4,5.9,0.184,19.9,18.5,6.7,1.1,4.1,12.0,1296240.0,2,0,2,5,4,0,0,0.7918918918918918,21.105,6.7,7.035,3.0,,0.4444444444444444,1.29624,0.3428720332997318,2.0,5.0,44,High
cody zeller,Cody Zeller,2017,24,CHO,C,62,58,0.2,-0.9,1.1,1.0,16.7,5.6,0.157,15.5,12.9,9.1,1.8,3.0,10.9,5318313.0,4,0,4,5,2,3,0,-1.2133333333333334,,,,,,0.37037037037037035,5.318313,0.06964057406368718,4.0,5.0,96,High
cole aldrich,Cole Aldrich,2017,28,MIN,C,62,0,-0.8,-2.3,1.5,0.2,12.7,1.3,0.116,9.4,17.4,6.4,2.4,3.7,15.1,7643979.0,0,0,0,0,0,0,0,-0.8363636363636364,,,,,,0.07407407407407407,7.643979,0.009690512503249168,0.0,0.0,0,Low
corey brewer,Corey Brewer,2017,30,"HOU,LAL",F,82,11,-2.7,-3.5,0.8,-0.2,9.1,1.2,0.045,14.3,7.1,10.7,2.3,1.3,12.7,7612172.0,0,0,0,0,0,0,0,-0.43103448275862066,,,,,,-0.07407407407407407,7.612172,-0.009731003723257182,0.0,0.0,0,Low
cory joseph,Cory Joseph,2017,25,TOR,G,80,22,-1.3,-0.9,-0.4,0.4,13.2,3.4,0.082,18.4,6.6,20.0,1.7,0.6,13.1,7315000.0,0,0,0,0,0,0,0,0.1966887417218543,,,,,,0.14814814814814814,7.315,0.0202526518315992,0.0,0.0,0,Low
courtney lee,Courtney Lee,2017,31,NYK,G,77,74,-0.9,-0.7,-0.2,0.7,12.2,4.2,0.081,14.4,5.7,10.6,1.6,0.8,8.5,11242000.0,2,0,2,3,2,2,0,-0.6610169491525424,,,,,,0.25925925925925924,11.242,0.023061666897283332,2.0,3.0,62,Medium
cristiano felicio,Cristiano Felício,2017,24,CHI,F,66,0,-0.7,-0.6,-0.1,0.3,15.3,3.4,0.158,12.4,16.1,5.7,1.2,1.3,11.2,874636.0,2,0,2,4,2,1,0,0.35,,,,,,0.1111111111111111,0.874636,0.12703697436546302,2.0,4.0,48,Medium
dahntay jones,Dahntay Jones,2017,36,CLE,G,1,0,-4.8,-0.4,-4.4,0.0,14.7,0.0,-0.03,39.9,9.2,14.5,0.0,0.0,9.3,5767.0,0,0,0,0,0,0,0,-1.2888888888888888,,,,,,0.0,0.005767,,0.0,0.0,0,Low
damian jones,Damian Jones,2017,21,GSW,F,10,0,-9.7,-7.7,-1.9,-0.2,5.3,0.0,0.018,13.4,14.8,0.0,0.6,3.7,22.7,1171560.0,10,0,10,13,4,0,0,1.1526785714285714,,,,,,-0.07407407407407407,1.17156,-0.06322687192638368,10.0,13.0,210,High
damian lillard,Damian Lillard,2017,26,POR,G,75,75,5.0,6.1,-1.1,4.8,24.1,10.4,0.185,31.5,7.6,28.7,1.3,0.6,10.2,24328425.0,1,0,1,2,2,1,0,-0.4469230769230769,112.583015,36.620603,30.837963,5.0,27.5028,1.7777777777777777,24.328425,0.07307410067761386,1.0,2.0,26,Medium
damjan rudez,Damjan Rudež,2017,30,ORL,F,45,0,-4.5,-4.2,-0.3,-0.2,6.3,0.1,0.008,13.6,4.3,9.2,1.9,0.3,9.3,980431.0,0,0,0,0,0,0,0,-0.43103448275862066,,,,,,-0.07407407407407407,0.980431,-0.07555256216304265,0.0,0.0,0,Low
dangelo russell,D'Angelo Russell,2017,20,LAL,G,63,60,-0.8,0.7,-1.5,0.6,15.3,1.3,0.033,26.6,6.7,26.8,2.3,0.7,15.6,5332800.0,4,1,5,5,2,1,1,1.1284313725490196,5.685,5.685,5.827125,2.0,,0.2222222222222222,5.3328,0.04167083375004167,4.0,5.0,80,High
daniel ochefu,Daniel Ochefu,2017,23,WAS,C,19,0,-8.4,-7.0,-1.5,-0.1,6.6,0.0,0.005,18.0,16.5,5.8,1.3,0.0,9.7,543471.0,8,0,8,8,1,0,0,0.21944444444444441,,,,,,-0.037037037037037035,0.543471,-0.0681490586195713,8.0,8.0,184,High
danilo gallinari,Danilo Gallinari,2017,28,DEN,F,63,63,1.4,2.8,-1.4,1.9,17.4,6.8,0.154,20.0,8.4,9.1,0.9,0.5,8.2,15050000.0,2,1,3,3,2,2,1,-0.6060975609756097,,,,,,0.7037037037037036,15.05,0.04675772117632582,2.0,3.0,56,Medium
danny green,Danny Green,2017,29,SAS,G,68,68,0.8,-1.0,1.9,1.3,10.1,3.4,0.09,13.5,7.0,9.6,2.0,2.6,14.1,10000000.0,3,1,4,5,2,1,0,-0.5593023255813954,,,,,,0.48148148148148145,10.0,0.04814814814814815,3.0,5.0,87,High
dante cunningham,Dante Cunningham,2017,29,NOP,F,66,35,-1.6,-1.9,0.3,0.2,10.2,3.0,0.088,10.7,8.9,3.2,1.2,1.4,7.0,2978250.0,0,0,0,0,0,0,0,-1.1833333333333333,,,,,,0.07407407407407407,2.97825,0.02487167768792884,0.0,0.0,0,Low
dante exum,Dante Exum,2017,21,UTA,G,66,26,-3.3,-3.2,-0.1,-0.4,8.5,1.2,0.046,18.1,6.2,14.1,0.9,0.8,16.8,3940320.0,1,0,1,1,1,1,1,-0.1217054263565892,2.296274,2.296274,2.296274,1.0,,-0.14814814814814814,3.94032,-0.03759799918487538,1.0,1.0,21,Medium
danuel house,Danuel House Jr.,2017,23,WAS,G,1,0,0.9,-8.9,9.8,0.0,12.2,0.0,0.163,0.0,56.4,0.0,0.0,0.0,,543471.0,3,0,3,3,1,0,0,0.09395604395604397,,,,,,0.0,0.543471,0.0,3.0,3.0,69,Medium
dario saric,Dario Šarić,2017,22,PHI,F,81,36,-2.3,-1.3,-0.9,-0.2,12.8,1.0,0.023,24.6,13.3,14.3,1.3,1.1,15.2,2318280.0,0,0,0,0,0,0,0,0.8491935483870967,5.4264,5.4264,5.4264,1.0,,-0.07407407407407407,2.31828,-0.03195216888127149,0.0,0.0,0,Low
darrell arthur,Darrell Arthur,2017,28,DEN,F,41,7,-0.1,0.1,-0.2,0.3,12.8,1.1,0.081,17.3,9.7,9.3,1.5,2.5,13.8,8070175.0,5,0,5,8,4,1,1,-0.6060975609756097,,,,,,0.1111111111111111,8.070175,0.013768116690296196,5.0,8.0,140,High
darren collison,Darren Collison,2017,29,SAC,G,68,64,-0.9,0.3,-1.2,0.6,15.3,3.9,0.091,19.8,4.3,24.5,1.6,0.4,12.6,5229454.0,0,1,1,0,0,0,0,-0.5593023255813954,,,,,,0.2222222222222222,5.229454,0.042494344958808744,0.0,0.0,0,Low
darrun hilliard,Darrun Hilliard,2017,23,DET,G,39,1,-6.0,-5.8,-0.2,-0.4,5.9,-0.2,-0.027,19.3,4.7,12.3,1.5,0.4,16.8,874636.0,1,0,1,1,1,1,0,0.09395604395604397,,,,,,-0.14814814814814814,0.874636,-0.16938263248728402,1.0,1.0,23,Low
david lee,David Lee,2017,33,SAS,F,79,10,1.8,0.7,1.1,1.4,18.5,5.7,0.186,16.9,16.9,13.0,1.1,2.2,14.9,1551659.0,2,0,2,7,6,2,1,-1.3319999999999999,,,,,,0.5185185185185185,1.551659,0.33417040633187994,2.0,7.0,66,High
david nwaba,David Nwaba,2017,24,LAL,G,20,2,-2.2,-2.1,-0.1,0.0,12.2,0.8,0.091,11.8,8.7,5.0,1.6,1.4,10.1,73528.0,0,0,0,0,0,0,0,-0.5559999999999999,,,,,,0.0,0.073528,,0.0,0.0,0,Low
david west,David West,2017,36,GSW,F,68,0,2.8,-0.7,3.5,1.0,16.6,2.6,0.148,17.9,13.0,24.1,2.4,4.4,22.0,980431.0,1,0,1,4,4,1,0,-1.05,,,,,,0.37037037037037035,0.980431,0.37776281081521323,1.0,4.0,36,Medium
davis bertans,Dāvis Bertāns,2017,24,SAS,F,67,6,1.3,0.5,0.8,0.7,12.9,2.3,0.135,15.7,6.9,8.3,1.3,2.8,11.4,543471.0,1,0,1,1,1,0,0,0.35,,,,,,0.25925925925925924,0.543471,0.4770434103369991,1.0,1.0,24,Low
deandre bembry,DeAndre' Bembry,2017,22,ATL,F,38,1,-3.5,-3.6,0.1,-0.1,8.8,0.3,0.038,14.2,8.7,11.5,1.1,1.2,13.2,1499760.0,6,0,6,6,1,0,0,0.8491935483870967,,,,,,-0.037037037037037035,1.49976,-0.024695309274175226,6.0,6.0,132,High
deandre jordan,DeAndre Jordan,2017,28,LAC,C,81,81,3.3,2.5,0.9,3.5,21.8,11.8,0.221,15.3,24.2,5.7,1.0,4.3,13.1,21165675.0,0,1,1,0,0,0,0,-0.8363636363636364,2.26988,2.26988,2.26988,1.0,,1.2962962962962963,21.165675,0.06124521406930307,0.0,0.0,0,Low
deandre liggins,DeAndre Liggins,2017,28,"CLE,DAL",G,62,19,-2.2,-4.5,2.4,0.0,7.5,0.5,0.031,11.6,7.7,9.2,3.0,1.5,20.8,1015696.0,1,0,1,1,1,0,0,-0.3053191489361702,,,,,,0.0,1.015696,0.0,1.0,1.0,28,Low
dejounte murray,Dejounte Murray,2017,20,SAS,G,38,8,-4.8,-4.2,-0.5,-0.2,9.6,0.0,0.004,23.5,7.4,22.6,1.3,1.5,22.7,1180080.0,7,0,7,8,2,2,0,1.1284313725490196,63.586174,30.801103,31.44589266666667,3.0,,-0.07407407407407407,1.18008,-0.06277038342661012,7.0,8.0,140,High
delon wright,Delon Wright,2017,24,TOR,G,27,0,2.0,-0.1,2.1,0.5,15.0,1.1,0.117,16.6,6.1,18.2,3.1,2.1,15.1,1577280.0,4,0,4,10,4,1,0,-0.5559999999999999,,,,,,0.18518518518518517,1.57728,0.11740793339494901,4.0,10.0,96,High
demar derozan,DeMar DeRozan,2017,27,TOR,G,74,74,3.0,4.1,-1.0,3.3,24.0,9.0,0.166,34.3,8.3,20.6,1.5,0.4,9.0,26540100.0,2,1,3,3,2,1,0,-0.3598290598290598,24.57,24.57,25.155,2.0,,1.222222222222222,26.5401,0.04605190719787123,2.0,3.0,54,Medium
demarcus cousins,DeMarcus Cousins,2017,26,"NOP,SAC",C,72,72,6.8,5.0,1.8,5.5,25.8,7.6,0.149,36.5,18.2,25.8,2.0,3.4,13.5,16957900.0,0,0,0,0,0,0,0,-0.7216216216216216,,,,,,2.0370370370370368,16.9579,0.12012318960702899,0.0,0.0,0,Low
demarre carroll,DeMarre Carroll,2017,30,TOR,F,72,72,0.0,-0.4,0.4,1.0,11.9,3.8,0.097,15.6,8.3,5.7,2.2,1.2,8.2,14200000.0,0,0,0,0,0,0,0,-0.43103448275862066,,,,,,0.37037037037037035,14.2,0.02608242044861763,0.0,0.0,0,Low
demetrius jackson,Demetrius Jackson,2017,22,BOS,G,5,0,9.8,9.7,0.1,0.1,30.8,0.1,0.386,17.3,13.1,28.2,0.0,0.0,0.0,1450000.0,6,0,6,6,1,0,0,0.3496774193548387,,,,,,0.037037037037037035,1.45,0.025542784163473817,6.0,6.0,132,High
dennis schroder,Dennis Schröder,2017,23,ATL,G,79,78,0.0,1.1,-1.0,1.3,16.1,3.7,0.071,27.8,5.5,35.5,1.5,0.6,16.3,2708582.0,0,0,0,0,0,0,0,0.09395604395604397,28.9132,14.104,14.8092,3.0,,0.48148148148148145,2.708582,0.17776145654127565,0.0,0.0,0,Low
denzel valentine,Denzel Valentine,2017,23,CHI,G,57,0,-3.3,-3.5,0.1,-0.3,7.3,0.6,0.031,15.4,8.3,9.3,1.5,0.6,14.2,2092200.0,3,0,3,4,2,1,0,0.09395604395604397,,,,,,-0.1111111111111111,2.0922,-0.053107308627813356,3.0,4.0,69,Medium
deron williams,Deron Williams,2017,32,"CLE,DAL",G,64,44,-1.8,0.0,-1.8,0.1,14.0,2.4,0.069,22.1,5.1,35.9,1.0,0.4,17.6,259526.0,1,0,1,2,2,1,0,-0.7363636363636363,,,,,,0.037037037037037035,0.259526,,1.0,2.0,32,Medium
derrick favors,Derrick Favors,2017,25,UTA,F,50,39,-0.1,-1.2,1.2,0.6,15.8,2.7,0.109,20.7,14.9,7.9,2.0,2.7,11.4,11050000.0,4,0,4,4,1,1,1,-0.3396551724137931,,,,,,0.2222222222222222,11.05,0.02011060834590246,4.0,4.0,100,High
derrick jones,Derrick Jones Jr.,2017,19,PHO,F,32,8,-2.3,-1.6,-0.7,0.0,12.0,1.1,0.098,11.7,7.9,3.1,1.2,1.9,8.6,543471.0,5,0,5,5,1,0,0,-0.22499999999999992,20.47619,10.0,10.238095,2.0,,0.0,0.543471,0.0,5.0,5.0,95,High
derrick rose,Derrick Rose,2017,28,NYK,G,64,64,-1.0,1.0,-2.0,0.5,17.0,3.0,0.068,25.7,6.4,22.8,1.1,0.7,11.9,21323252.0,4,0,4,11,6,3,1,-0.3053191489361702,,,,,,0.18518518518518517,21.323252,0.008684659600007784,4.0,11.0,112,High
derrick williams,Derrick Williams,2017,25,"CLE,MIA",F,50,11,-2.9,-1.9,-1.0,-0.2,10.6,1.1,0.064,17.2,8.9,5.1,0.9,0.7,9.0,115344.0,0,0,0,0,0,0,0,-0.3396551724137931,,,,,,-0.07407407407407407,0.115344,,0.0,0.0,0,Low
devin booker,Devin Booker,2017,20,PHO,G,78,78,-1.9,0.3,-2.3,0.1,14.6,2.0,0.035,28.6,5.0,16.3,1.3,0.6,12.9,2223600.0,3,0,3,3,1,2,0,1.1284313725490196,235.302136,53.142264,60.8986728,5.0,,0.037037037037037035,2.2236,0.01665633973603033,3.0,3.0,60,Medium
devin harris,Devin Harris,2017,33,DAL,G,65,0,-0.4,-1.0,0.7,0.4,13.8,2.2,0.096,19.7,6.8,20.0,2.1,0.6,12.5,4227996.0,1,0,1,2,2,1,0,-1.1,,,,,,0.14814814814814814,4.227996,0.03503980328934751,1.0,2.0,33,Medium
dewayne dedmon,Dewayne Dedmon,2017,27,SAS,C,76,37,0.6,-1.4,2.0,0.9,16.0,5.2,0.189,12.3,21.1,4.8,1.4,3.7,16.9,2898000.0,2,0,2,3,2,1,1,-0.15142857142857147,,,,,,0.3333333333333333,2.898,0.11502185415228892,2.0,3.0,54,Medium
deyonta davis,Deyonta Davis,2017,20,MEM,C,36,0,-4.6,-5.0,0.4,-0.2,10.6,0.5,0.097,12.0,14.4,1.3,0.7,6.8,12.7,1369299.0,3,0,3,4,2,1,0,1.6818181818181819,,,,,,-0.07407407407407407,1.369299,-0.05409634716309153,3.0,4.0,60,Medium
diamond stone,Diamond Stone,2017,19,LAC,C,7,0,-20.8,-14.9,-5.9,-0.1,-1.2,-0.1,-0.211,31.3,14.0,0.0,0.0,3.4,11.9,543471.0,5,0,5,10,6,1,1,0.775,,,,,,-0.037037037037037035,0.543471,-0.0681490586195713,5.0,10.0,95,High
dion waiters,Dion Waiters,2017,25,MIA,G,46,43,-0.1,0.3,-0.4,0.7,14.5,1.6,0.057,26.3,6.1,23.8,1.5,1.1,12.5,2898000.0,1,0,1,4,4,1,0,0.1966887417218543,,,,,,0.25925925925925924,2.898,0.08946144211844693,1.0,4.0,25,Medium
dirk nowitzki,Dirk Nowitzki,2017,38,DAL,F,54,54,0.8,0.8,0.1,1.0,17.0,2.5,0.084,25.8,14.4,10.6,1.1,2.4,6.6,25000000.0,4,0,4,10,4,1,0,0.31999999999999995,,,,,,0.37037037037037035,25.0,0.014814814814814814,4.0,10.0,152,High
dj augustin,D.J. Augustin,2017,29,ORL,G,78,20,-3.0,-1.2,-1.8,-0.4,11.0,1.2,0.038,19.4,4.1,20.4,1.0,0.1,13.3,,0,0,0,0,0,0,0,-0.5593023255813954,,,,,,-0.14814814814814814,,,0.0,0.0,0,Low
domantas sabonis,Domantas Sabonis,2017,20,OKC,C,81,66,-4.5,-4.5,-0.1,-1.0,6.9,0.8,0.022,15.4,9.8,7.2,1.2,1.6,14.0,2440200.0,0,0,0,0,0,0,0,1.6818181818181819,136.416,42.336,45.472,3.0,,-0.37037037037037035,2.4402,-0.1517786945210927,0.0,0.0,0,Low
donatas motiejunas,Donatas Motiejūnas,2017,26,NOP,F,34,0,-4.3,-4.5,0.3,-0.3,9.1,0.2,0.016,17.6,11.1,9.7,1.8,1.9,16.3,576724.0,2,0,2,2,1,0,0,-0.14893617021276595,,,,,,-0.1111111111111111,0.576724,-0.1926590728166525,2.0,2.0,52,Medium
dorian finneysmith,Dorian Finney-Smith,2017,23,DAL,F,81,35,-2.6,-3.3,0.6,-0.3,7.7,1.4,0.041,11.6,7.9,6.0,1.6,1.4,11.1,543471.0,0,0,0,0,0,0,0,0.42533333333333334,39.37,12.7,13.17625,4.0,,-0.1111111111111111,0.543471,-0.2044471758587139,0.0,0.0,0,Low
doug mcdermott,Doug McDermott,2017,25,"CHI,OKC",F,66,5,-2.3,-0.9,-1.4,-0.1,10.7,2.6,0.083,16.4,6.4,5.9,0.4,0.3,6.6,2483040.0,4,0,4,5,2,2,1,-0.3396551724137931,2.296274,2.296274,2.296274,1.0,,-0.037037037037037035,2.48304,-0.014916004992685191,4.0,5.0,100,High
dragan bender,Dragan Bender,2017,19,PHO,F,43,0,-5.1,-4.3,-0.7,-0.4,5.3,-0.3,-0.029,14.4,9.7,5.5,0.8,3.1,16.2,4276320.0,3,0,3,4,2,1,0,-0.22499999999999992,,,,,,-0.14814814814814814,4.27632,-0.03464384053301627,3.0,4.0,57,Medium
draymond green,Draymond Green,2017,26,GSW,F,76,76,4.9,1.0,3.9,4.3,16.5,8.2,0.16,16.2,13.3,27.6,3.0,3.4,19.8,15330435.0,0,1,1,0,0,0,0,-0.14893617021276595,25.892857,25.892857,26.785714,2.0,,1.5925925925925923,15.330435,0.10388437070393583,0.0,0.0,0,Low
dwight howard,Dwight Howard,2017,31,ATL,C,74,74,1.4,0.6,0.8,1.9,20.8,8.3,0.181,19.2,23.5,7.8,1.4,3.6,17.5,23180275.0,1,1,2,1,1,1,0,4.4408920985006264e-17,,,,,,0.7037037037037036,23.180275,0.030357866923653994,1.0,1.0,31,Low
dwight powell,Dwight Powell,2017,25,DAL,F,77,3,1.0,-0.1,1.1,1.0,17.6,4.6,0.165,16.7,13.3,6.1,2.4,2.6,7.2,8375000.0,0,0,0,0,0,0,0,-0.3396551724137931,4.0,4.0,4.0,1.0,,0.37037037037037035,8.375,0.04422332780541736,0.0,0.0,0,Low
dwyane wade,Dwyane Wade,2017,35,CHI,G,60,59,2.5,1.6,0.9,2.1,18.5,3.4,0.09,29.6,8.1,22.3,2.4,1.8,11.3,23200000.0,5,0,5,9,4,2,1,-0.763157894736842,,,,,,0.7777777777777778,23.2,0.033524904214559385,5.0,9.0,175,High
ed davis,Ed Davis,2017,27,POR,F,46,12,-4.1,-3.2,-0.8,-0.4,11.5,1.7,0.104,12.0,17.1,4.6,0.9,2.2,17.2,6666667.0,0,0,0,0,0,0,0,-0.6105882352941177,,,,,,-0.14814814814814814,6.666667,-0.022222221111111166,0.0,0.0,0,Low
edy tavares,Edy Tavares,2017,24,"ATL,CLE",C,2,0,3.3,-1.4,4.7,0.0,21.3,0.1,0.15,13.2,21.6,5.1,0.0,17.3,24.0,1000000.0,0,0,0,0,0,0,0,-1.2133333333333334,,,,,,0.0,1.0,0.0,0.0,0.0,0,Low
elfrid payton,Elfrid Payton,2017,22,ORL,G,82,58,0.8,0.8,0.0,1.7,17.2,4.4,0.088,21.6,8.7,35.7,1.8,1.3,15.0,2613600.0,0,0,0,0,0,0,0,0.3496774193548387,,,,,,0.6296296296296295,2.6136,0.2409051230600052,0.0,0.0,0,Low
elijah millsap,Elijah Millsap,2017,29,PHO,G,2,0,-19.0,-12.0,-7.0,-0.1,-3.4,-0.1,-0.233,18.0,14.2,5.6,0.0,0.0,20.2,23069.0,0,0,0,0,0,0,0,-0.5593023255813954,,,,,,-0.037037037037037035,0.023069,,0.0,0.0,0,Low
emmanuel mudiay,Emmanuel Mudiay,2017,20,DEN,G,55,41,-3.2,-1.6,-1.6,-0.4,10.9,0.2,0.006,22.6,7.0,21.8,1.4,0.7,16.5,3241800.0,5,0,5,11,6,2,0,1.1284313725490196,,,,,,-0.14814814814814814,3.2418,-0.045699348555786334,5.0,11.0,100,High
enes freedom,Enes Freedom,2017,24,OKC,C,72,0,1.7,3.0,-1.3,1.4,23.7,5.8,0.183,27.3,17.4,7.9,1.0,2.0,12.5,,0,0,0,0,0,0,0,-1.2133333333333334,,,,,,0.5185185185185185,,,0.0,0.0,0,Low
eric bledsoe,Eric Bledsoe,2017,27,PHO,G,66,66,3.6,3.7,-0.1,3.1,20.5,5.3,0.118,28.1,8.0,31.1,2.0,1.2,15.3,14000000.0,0,1,1,0,0,0,0,-0.3598290598290598,,,,,,1.1481481481481481,14.0,0.082010582010582,0.0,0.0,0,Low
eric gordon,Eric Gordon,2017,28,HOU,G,75,15,-0.1,1.3,-1.4,1.1,13.2,3.8,0.079,22.1,4.7,12.3,1.0,1.4,10.0,12385364.0,1,0,1,1,1,1,0,-0.3053191489361702,2.296274,2.296274,2.296274,1.0,,0.40740740740740744,12.385364,0.03289426192136198,1.0,1.0,28,Low
ersan ilyasova,Ersan İlyasova,2017,29,"ATL,OKC,PHI",F,82,52,0.1,0.4,-0.3,1.1,14.6,4.1,0.091,22.2,12.4,11.0,1.3,0.9,10.6,8400000.0,0,0,0,0,0,0,0,-1.1833333333333333,,,,,,0.40740740740740744,8.4,0.04850088183421517,0.0,0.0,0,Low
etwaun moore,E'Twaun Moore,2017,27,NOP,G,73,22,-1.6,-1.7,0.1,0.2,12.1,2.7,0.07,17.4,4.4,13.8,1.3,1.4,8.7,8081363.0,0,0,0,0,0,0,0,-0.3598290598290598,,,,,,0.07407407407407407,8.081363,0.009166037223432988,0.0,0.0,0,Low
evan fournier,Evan Fournier,2017,24,ORL,G,68,66,-1.3,-0.2,-1.1,0.4,13.9,2.8,0.059,23.5,5.1,14.8,1.5,0.1,11.8,17000000.0,2,0,2,2,1,2,0,-0.5559999999999999,,,,,,0.14814814814814814,17.0,0.008714596949891067,2.0,2.0,48,Medium
evan turner,Evan Turner,2017,28,POR,G,65,12,-2.5,-2.3,-0.1,-0.2,11.4,1.2,0.035,18.5,8.3,18.4,1.6,1.2,14.3,16393443.0,2,0,2,6,4,2,0,-0.3053191489361702,,,,,,-0.07407407407407407,16.393443,-0.004518518414592595,2.0,6.0,56,High
frank kaminsky,Frank Kaminsky,2017,23,CHO,F,75,16,-1.2,-0.5,-0.6,0.4,13.0,2.3,0.056,21.8,9.5,13.5,1.2,1.5,8.0,2730000.0,1,0,1,2,2,1,0,0.42533333333333334,,,,,,0.14814814814814814,2.73,0.0542667209333876,1.0,2.0,23,Medium
fred vanvleet,Fred VanVleet,2017,22,TOR,G,37,0,-2.1,-3.6,1.6,0.0,10.5,0.2,0.04,20.6,8.1,17.5,2.8,0.9,11.1,543471.0,0,0,0,0,0,0,0,0.3496774193548387,25.0,25.0,25.0,2.0,,0.0,0.543471,0.0,0.0,0.0,0,Low
garrett temple,Garrett Temple,2017,30,SAC,G,65,20,-0.8,-1.5,0.8,0.5,11.2,2.2,0.061,14.2,6.2,14.4,2.5,1.5,14.4,8000000.0,1,0,1,4,4,1,0,-0.7926470588235294,2.296274,2.296274,2.296274,1.0,,0.18518518518518517,8.0,0.023148148148148147,1.0,4.0,30,Medium
gary harris,Gary Harris,2017,22,DEN,G,57,56,0.7,1.5,-0.9,1.2,16.5,4.6,0.124,18.4,5.5,13.6,1.9,0.3,9.8,1655880.0,5,0,5,7,2,3,0,0.3496774193548387,3.634153,3.634153,3.725007,2.0,,0.4444444444444444,1.65588,0.2684037759043194,5.0,7.0,110,High
gary neal,Gary Neal,2017,32,ATL,G,2,0,-15.9,-10.6,-5.4,-0.1,-4.3,-0.1,-0.189,21.2,3.1,7.1,0.0,0.0,0.0,,0,0,0,0,0,0,0,-0.7363636363636363,,,,,,-0.037037037037037035,,,0.0,0.0,0,Low
gary payton,Gary Payton II,2017,24,MIL,G,6,0,-6.5,-6.3,-0.2,-0.1,4.5,-0.2,-0.074,15.8,7.1,18.1,1.5,3.6,29.2,35116.0,1,0,1,1,1,0,0,-0.5559999999999999,2.296274,2.296274,2.296274,1.0,,-0.037037037037037035,0.035116,,1.0,1.0,24,Low
george hill,George Hill,2017,30,UTA,G,49,49,3.8,3.0,0.8,2.3,19.3,5.9,0.182,23.5,6.2,22.8,1.7,0.6,10.9,8000000.0,6,0,6,13,6,3,0,-0.7926470588235294,,,,,,0.8518518518518517,8.0,0.10648148148148147,6.0,13.0,180,High
georges niang,Georges Niang,2017,23,IND,F,23,0,-11.7,-8.8,-3.0,-0.2,0.1,-0.3,-0.168,20.2,10.3,7.5,1.6,0.0,11.9,650000.0,8,0,8,8,1,0,0,0.42533333333333334,8.2,8.2,8.2,1.0,,-0.07407407407407407,0.65,-0.11396011396011395,8.0,8.0,184,High
georgios papagiannis,Georgios Papagiannis,2017,19,SAC,C,22,0,-3.8,-3.1,-0.6,-0.2,12.7,0.4,0.057,16.9,14.0,9.0,0.4,4.4,18.2,2202240.0,3,0,3,3,1,0,0,0.775,,,,,,-0.07407407407407407,2.20224,-0.03363578632395836,3.0,3.0,57,Medium
gerald green,Gerald Green,2017,31,BOS,G,47,0,-3.0,-1.0,-2.0,-0.1,11.9,0.6,0.05,22.7,8.7,9.8,0.8,1.1,9.1,980431.0,0,0,0,0,0,0,0,-0.6610169491525424,,,,,,-0.037037037037037035,0.980431,-0.037776281081521326,0.0,0.0,0,Low
gerald henderson,Gerald Henderson,2017,29,PHI,G,72,41,-3.1,-2.2,-0.9,-0.5,10.8,2.0,0.059,17.9,6.1,10.5,1.2,0.7,9.0,9000000.0,0,0,0,0,0,0,0,-0.5593023255813954,,,,,,-0.18518518518518517,9.0,-0.0205761316872428,0.0,0.0,0,Low
giannis antetokounmpo,Giannis Antetokounmpo,2017,22,MIL,F,80,80,7.3,4.9,2.4,6.7,26.1,12.4,0.21,28.3,14.3,26.6,2.3,4.7,13.3,2995421.0,0,0,0,0,0,0,0,0.8491935483870967,112.583016,54.12645,58.456566,3.0,,2.4814814814814814,2.995421,0.8284249464370723,0.0,0.0,0,Low
glenn robinson,Glenn Robinson III,2017,23,IND,G,69,27,-0.3,-0.5,0.2,0.6,11.5,2.5,0.085,12.8,9.7,4.7,1.4,1.2,9.1,1050500.0,2,0,2,12,6,1,0,0.09395604395604397,,,,,,0.2222222222222222,1.0505,0.21153947855518535,2.0,12.0,46,High
goran dragic,Goran Dragić,2017,30,MIA,G,73,73,2.6,2.7,-0.1,2.9,19.8,7.5,0.147,27.1,6.3,29.0,1.8,0.4,14.1,15891725.0,0,0,0,0,0,0,0,-0.7926470588235294,,,,,,1.074074074074074,15.891725,0.06758700355525117,0.0,0.0,0,Low
